frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_window_events,n_recent_events,same_hand_run,unique_hands,alternation_score,catch_rate_hz
629,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
630,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
631,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
632,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
633,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
634,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
635,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
636,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
637,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,4.62
638,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,4.62
639,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,4.62
640,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,4.62
641,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,4.62
642,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,4.62
643,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,4.62
644,5,0,0,5,0.651,CASCADE_3+,0.651,4,2,1,2,0.667,1.22
645,4,0,0,4,0.661,CASCADE_3+,0.661,4,2,1,2,0.667,1.22
646,4,0,0,4,0.661,CASCADE_3+,0.661,4,2,1,2,0.667,1.22
647,4,0,0,4,0.661,CASCADE_3+,0.661,4,2,1,2,0.667,1.22
648,4,0,0,4,0.661,CASCADE_3+,0.661,4,2,1,2,0.667,1.22
649,4,0,0,4,0.661,CASCADE_3+,0.661,4,2,1,2,0.667,1.22
650,4,0,0,4,0.661,CASCADE_3+,0.661,4,2,1,2,0.667,1.22
651,4,0,0,4,0.661,CASCADE_3+,0.661,4,2,1,2,0.667,1.22
652,4,0,0,4,0.661,CASCADE_3+,0.661,4,2,1,2,0.667,1.22
653,4,0,0,4,0.661,CASCADE_3+,0.661,4,2,1,2,0.667,1.22
654,3,0,0,3,0.676,CASCADE_3+,0.676,4,2,1,2,0.667,1.22
655,3,0,0,3,0.676,CASCADE_3+,0.676,4,2,1,2,0.667,1.22
656,4,0,0,4,0.66,MIXED_3+,0.66,4,2,2,2,0.333,1.22
657,4,0,0,4,0.66,MIXED_3+,0.66,4,2,2,2,0.333,1.22
658,4,0,0,4,0.66,MIXED_3+,0.66,4,2,2,2,0.333,1.22
659,4,0,0,4,0.66,MIXED_3+,0.66,4,2,2,2,0.333,1.22
660,4,0,0,4,0.66,MIXED_3+,0.66,4,2,2,2,0.333,1.22
661,4,0,0,4,0.66,MIXED_3+,0.66,4,2,2,2,0.333,1.22
662,4,0,0,4,0.66,MIXED_3+,0.66,4,2,2,2,0.333,1.22
663,4,0,0,4,0.66,MIXED_3+,0.66,4,3,2,2,0.333,1.22
664,4,0,0,4,0.66,MIXED_3+,0.66,4,3,2,2,0.333,1.22
665,4,0,0,4,0.66,MIXED_3+,0.66,4,3,2,2,0.333,1.22
666,4,0,0,4,0.66,MIXED_3+,0.66,4,3,2,2,0.333,1.22
667,4,0,0,4,0.66,MIXED_3+,0.66,4,3,2,2,0.333,1.22
668,4,0,0,4,0.66,MIXED_3+,0.66,4,3,2,2,0.333,1.22
669,4,0,0,4,0.66,MIXED_3+,0.66,4,3,2,2,0.333,1.22
670,5,0,0,5,0.632,MIXED_3+,0.632,4,3,2,2,0.333,1.22
671,4,0,0,4,0.66,MIXED_3+,0.66,4,4,2,2,0.333,1.22
672,4,0,0,4,0.66,MIXED_3+,0.66,4,4,2,2,0.333,1.22
673,4,0,0,4,0.66,MIXED_3+,0.66,4,4,2,2,0.333,1.22
674,4,0,0,4,0.66,MIXED_3+,0.66,4,4,2,2,0.333,1.22
675,4,0,0,4,0.66,MIXED_3+,0.66,4,3,2,2,0.333,1.22
676,4,0,0,4,0.66,MIXED_3+,0.66,4,3,2,2,0.333,1.22
677,4,0,0,4,0.66,MIXED_3+,0.66,4,3,2,2,0.333,1.22
678,5,0,0,5,0.632,MIXED_3+,0.632,4,3,2,2,0.333,1.22
679,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,1.22
680,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,1.22
681,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,1.22
682,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,1.22
683,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,1.22
684,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,1.22
685,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,1.22
686,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,1.22
687,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,1.22
688,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,1.22
689,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,1.22
690,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,1.22
691,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,1.22
692,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,1.22
693,5,0,0,5,0.632,CASCADE_3+,0.632,4,5,1,2,0.667,1.22
694,4,0,0,4,0.622,CASCADE_3+,0.622,4,5,1,2,0.667,1.22
695,4,0,0,4,0.622,CASCADE_3+,0.622,4,5,1,2,0.667,1.22
696,4,0,0,4,0.622,CASCADE_3+,0.622,4,5,1,2,0.667,1.22
697,4,0,0,4,0.622,CASCADE_3+,0.622,4,5,1,2,0.667,1.22
698,4,0,0,4,0.622,CASCADE_3+,0.622,4,5,1,2,0.667,1.22
699,4,0,0,4,0.622,CASCADE_3+,0.622,4,5,1,2,0.667,1.22
700,4,0,0,4,0.622,CASCADE_3+,0.622,4,5,1,2,0.667,1.22
701,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,1.22
702,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,1.22
703,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,1.22
704,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,1.22
705,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,1.22
706,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,1.22
707,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,1.22
708,5,0,0,5,0.632,MIXED_3+,0.632,4,7,2,2,0.333,1.22
709,5,0,0,5,0.632,CASCADE_3+,0.632,4,7,1,2,0.667,3.75
710,4,0,0,4,0.62,CASCADE_3+,0.62,4,7,1,2,0.667,3.75
711,4,0,0,4,0.62,CASCADE_3+,0.62,4,7,1,2,0.667,3.75
712,4,0,0,4,0.62,CASCADE_3+,0.62,4,7,1,2,0.667,3.75
713,4,0,0,4,0.62,CASCADE_3+,0.62,4,8,1,2,0.667,3.75
714,4,0,0,4,0.62,CASCADE_3+,0.62,4,8,1,2,0.667,3.75
715,5,0,0,5,0.632,MIXED_3+,0.632,4,8,2,2,0.333,3.75
716,5,0,0,5,0.632,MIXED_3+,0.632,4,8,2,2,0.333,3.75
717,5,0,0,5,0.632,CASCADE_3+,0.632,4,8,1,2,0.667,7.5
718,4,0,0,4,0.636,CASCADE_3+,0.636,4,8,1,2,0.667,7.5
719,4,0,0,4,0.636,CASCADE_3+,0.636,4,9,1,2,0.667,7.5
720,4,0,0,4,0.636,CASCADE_3+,0.636,4,9,1,2,0.667,7.5
721,4,0,0,4,0.636,CASCADE_3+,0.636,4,9,1,2,0.667,7.5
722,4,0,0,4,0.636,CASCADE_3+,0.636,4,9,1,2,0.667,7.5
723,4,0,0,4,0.636,CASCADE_3+,0.636,4,9,1,2,0.667,7.5
724,4,0,0,4,0.636,CASCADE_3+,0.636,4,8,1,2,0.667,7.5
725,4,0,0,4,0.636,CASCADE_3+,0.636,4,9,1,2,0.667,7.5
726,4,0,0,4,0.636,CASCADE_3+,0.636,4,9,1,2,0.667,7.5
727,4,0,0,4,0.636,CASCADE_3+,0.636,4,9,1,2,0.667,7.5
728,4,0,0,4,0.636,CASCADE_3+,0.636,4,9,1,2,0.667,7.5
729,4,0,0,4,0.636,CASCADE_3+,0.636,4,9,1,2,0.667,7.5
730,4,0,0,4,0.636,CASCADE_3+,0.636,4,9,1,2,0.667,7.5
731,5,0,0,5,0.632,MIXED_3+,0.632,4,10,2,2,0.333,7.5
732,5,0,0,5,0.632,MIXED_3+,0.632,4,9,2,2,0.333,7.5
733,5,0,0,5,0.632,MIXED_3+,0.632,4,9,2,2,0.333,7.5
734,5,0,0,5,0.632,MIXED_3+,0.632,4,9,2,2,0.333,7.5
735,5,0,0,5,0.632,MIXED_3+,0.632,4,9,2,2,0.333,7.5
736,5,0,0,5,0.632,MIXED_3+,0.632,4,9,2,2,0.333,7.5
737,5,0,0,5,0.632,MIXED_3+,0.632,4,9,2,2,0.333,7.5
738,5,0,0,5,0.632,CASCADE_3+,0.632,4,9,1,2,0.667,2.86
739,4,0,0,4,0.66,CASCADE_3+,0.66,4,10,1,2,0.667,2.86
740,4,0,0,4,0.66,CASCADE_3+,0.66,4,9,1,2,0.667,2.86
741,4,0,0,4,0.66,CASCADE_3+,0.66,4,9,1,2,0.667,2.86
742,4,0,0,4,0.66,CASCADE_3+,0.66,4,9,1,2,0.667,2.86
743,5,0,0,5,0.632,MIXED_3+,0.632,4,9,2,2,0.333,2.86
744,5,0,0,5,0.632,MIXED_3+,0.632,4,9,2,2,0.333,2.86
745,5,0,0,5,0.632,MIXED_3+,0.632,4,9,2,2,0.333,2.86
746,5,0,0,5,0.632,MIXED_3+,0.632,4,8,2,2,0.333,2.86
747,5,0,0,5,0.632,MIXED_3+,0.632,4,8,2,2,0.333,2.86
748,5,0,0,5,0.632,MIXED_3+,0.632,4,7,2,2,0.333,2.86
749,5,0,0,5,0.632,CASCADE_3+,0.632,4,7,1,2,0.667,5.45
750,4,0,0,4,0.621,CASCADE_3+,0.621,4,7,1,2,0.667,5.45
751,4,0,0,4,0.621,CASCADE_3+,0.621,4,7,1,2,0.667,5.45
752,4,0,0,4,0.621,CASCADE_3+,0.621,4,7,1,2,0.667,5.45
753,4,0,0,4,0.621,CASCADE_3+,0.621,4,7,1,2,0.667,5.45
754,4,0,0,4,0.621,CASCADE_3+,0.621,4,7,1,2,0.667,5.45
755,5,0,0,5,0.632,MIXED_3+,0.632,4,7,2,2,0.333,5.45
756,5,0,0,5,0.632,MIXED_3+,0.632,4,7,2,2,0.333,5.45
757,5,0,0,5,0.632,MIXED_3+,0.632,4,7,2,2,0.333,5.45
758,5,0,0,5,0.632,MIXED_3+,0.632,4,7,2,2,0.333,5.45
759,5,0,0,5,0.632,MIXED_3+,0.632,4,8,2,2,0.333,5.45
760,5,0,0,5,0.632,MIXED_3+,0.632,4,8,2,2,0.333,5.45
761,5,0,0,5,0.632,CASCADE_3+,0.632,4,8,1,2,0.667,5.0
762,4,0,0,4,0.622,CASCADE_3+,0.622,4,7,1,2,0.667,5.0
763,4,0,0,4,0.622,CASCADE_3+,0.622,4,7,1,2,0.667,5.0
764,4,0,0,4,0.622,CASCADE_3+,0.622,4,7,1,2,0.667,5.0
765,4,0,0,4,0.622,CASCADE_3+,0.622,4,7,1,2,0.667,5.0
766,4,0,0,4,0.622,CASCADE_3+,0.622,4,7,1,2,0.667,5.0
767,4,0,0,4,0.622,CASCADE_3+,0.622,4,7,1,2,0.667,5.0
768,4,0,0,4,0.622,CASCADE_3+,0.622,4,7,1,2,0.667,5.0
769,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,5.0
770,5,0,0,5,0.632,MIXED_3+,0.632,4,7,2,2,0.333,5.0
771,5,0,0,5,0.632,MIXED_3+,0.632,4,7,2,2,0.333,5.0
772,5,0,0,5,0.632,MIXED_3+,0.632,4,7,2,2,0.333,5.0
773,5,0,0,5,0.632,MIXED_3+,0.632,4,7,2,2,0.333,5.0
774,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,5.0
775,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,5.0
776,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,5.0
777,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,5.0
778,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,5.0
779,5,0,0,5,0.632,MIXED_3+,0.632,4,6,2,2,0.333,5.0
780,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,5.0
781,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,5.0
782,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,5.0
783,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,5.0
784,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,5.0
785,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,5.0
786,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,5.0
787,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,5.0
788,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,5.0
789,5,0,0,5,0.632,MIXED_3+,0.632,4,5,2,2,0.333,2.14
790,4,0,0,4,0.636,MIXED_3+,0.636,4,5,2,2,0.333,2.14
791,4,0,0,4,0.636,MIXED_3+,0.636,4,5,2,2,0.333,2.14
792,4,0,0,4,0.636,MIXED_3+,0.636,4,4,2,2,0.333,2.14
793,4,0,0,4,0.636,MIXED_3+,0.636,4,4,2,2,0.333,2.14
794,4,0,0,4,0.636,MIXED_3+,0.636,4,4,2,2,0.333,2.14
795,4,0,0,4,0.636,MIXED_3+,0.636,4,5,2,2,0.333,2.14
796,4,0,0,4,0.636,MIXED_3+,0.636,4,5,2,2,0.333,2.14
797,4,0,0,4,0.636,MIXED_3+,0.636,4,5,2,2,0.333,2.14
798,4,0,0,4,0.636,MIXED_3+,0.636,4,5,2,2,0.333,2.14
799,4,0,0,4,0.636,MIXED_3+,0.636,4,5,2,2,0.333,2.14
800,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
801,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
802,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
803,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
804,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
805,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
806,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
807,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
808,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
809,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
810,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
811,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
812,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
813,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
814,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.14
815,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.14
816,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.14
817,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.14
818,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
819,4,0,0,4,0.621,FOUNTAIN_3+,0.621,4,5,3,1,0.0,2.07
820,4,0,0,4,0.621,FOUNTAIN_3+,0.621,4,4,3,1,0.0,2.07
821,4,0,0,4,0.621,FOUNTAIN_3+,0.621,4,4,3,1,0.0,2.07
822,4,0,0,4,0.621,FOUNTAIN_3+,0.621,4,4,3,1,0.0,2.07
823,4,0,0,4,0.621,FOUNTAIN_3+,0.621,4,4,3,1,0.0,2.07
824,4,0,0,4,0.621,FOUNTAIN_3+,0.621,4,5,3,1,0.0,2.07
825,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
826,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
827,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
828,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
829,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
830,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
831,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.07
832,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
833,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
834,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
835,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
836,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
837,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
838,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.07
839,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,6,3,1,0.0,2.07
840,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,6,3,1,0.0,2.07
841,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,6,3,1,0.0,2.07
842,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,6,3,1,0.0,2.07
843,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,6,3,1,0.0,2.07
844,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,6,3,1,0.0,2.07
845,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,6,3,1,0.0,2.22
846,4,0,0,4,0.62,FOUNTAIN_3+,0.62,4,6,3,1,0.0,2.22
847,4,0,0,4,0.62,FOUNTAIN_3+,0.62,4,6,3,1,0.0,2.22
848,4,0,0,4,0.62,FOUNTAIN_3+,0.62,4,6,3,1,0.0,2.22
849,4,0,0,4,0.62,FOUNTAIN_3+,0.62,4,5,3,1,0.0,2.22
850,4,0,0,4,0.62,FOUNTAIN_3+,0.62,4,5,3,1,0.0,2.22
851,4,0,0,4,0.62,FOUNTAIN_3+,0.62,4,5,3,1,0.0,2.22
852,4,0,0,4,0.62,FOUNTAIN_3+,0.62,4,5,3,1,0.0,2.22
853,4,0,0,4,0.62,FOUNTAIN_3+,0.62,4,5,3,1,0.0,2.22
854,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.22
855,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,5,3,1,0.0,2.22
856,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.22
857,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.22
858,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.22
859,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.22
860,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.22
861,5,0,0,5,0.632,FOUNTAIN_3+,0.632,4,4,3,1,0.0,2.22
862,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,3.53
863,4,0,0,4,0.636,MIXED_3+,0.636,4,4,2,2,0.333,3.53
864,4,0,0,4,0.636,MIXED_3+,0.636,4,4,2,2,0.333,3.53
865,4,0,0,4,0.636,MIXED_3+,0.636,4,4,2,2,0.333,3.53
866,4,0,0,4,0.636,MIXED_3+,0.636,4,4,2,2,0.333,3.53
867,4,0,0,4,0.636,MIXED_3+,0.636,4,4,2,2,0.333,3.53
868,4,0,0,4,0.636,MIXED_3+,0.636,4,4,2,2,0.333,3.53
869,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,3.53
870,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,3.53
871,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,3.53
872,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,3.53
873,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,3.53
874,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,3.53
875,5,0,0,5,0.632,MIXED_3+,0.632,4,4,2,2,0.333,3.53
876,5,0,0,5,0.632,MIXED_3+,0.632,4,3,2,2,0.333,3.53
877,5,0,0,5,0.632,MIXED_3+,0.632,4,3,2,2,0.333,3.53
878,6,0,0,6,0.649,MIXED_3+,0.649,4,3,2,2,0.333,3.53
879,5,0,0,5,0.675,MIXED_3+,0.675,4,3,2,2,0.333,3.53
880,5,0,0,5,0.675,MIXED_3+,0.675,4,3,2,2,0.333,3.53
881,5,0,0,5,0.675,MIXED_3+,0.675,4,3,2,2,0.333,3.53
882,5,0,0,5,0.675,MIXED_3+,0.675,4,3,2,2,0.333,3.53
883,5,0,0,5,0.695,MIXED_3+,0.695,4,3,2,2,0.333,3.53
884,5,0,0,5,0.695,MIXED_3+,0.695,4,3,2,2,0.333,3.53
885,5,0,0,5,0.695,MIXED_3+,0.695,4,2,2,2,0.333,3.53
886,5,0,0,5,0.695,MIXED_3+,0.695,4,2,2,2,0.333,3.53
887,5,0,0,5,0.695,MIXED_3+,0.695,4,2,2,2,0.333,3.53
888,5,0,0,5,0.695,MIXED_3+,0.695,4,2,2,2,0.333,3.53
889,5,0,0,5,0.695,MIXED_3+,0.695,4,2,2,2,0.333,3.53
890,5,0,0,5,0.695,MIXED_3+,0.695,4,2,2,2,0.333,3.53
891,5,0,0,5,0.695,MIXED_3+,0.695,4,2,2,2,0.333,3.53
892,5,0,0,5,0.695,MIXED_3+,0.695,4,2,2,2,0.333,3.53
893,5,0,0,5,0.695,MIXED_3+,0.695,4,1,2,2,0.333,3.53
894,5,0,0,5,0.695,MIXED_3+,0.695,4,1,2,2,0.333,3.53
895,5,0,0,5,0.695,MIXED_3+,0.695,4,1,2,2,0.333,3.53
896,5,0,0,5,0.695,MIXED_3+,0.695,4,1,2,2,0.333,3.53
897,5,0,0,5,0.695,MIXED_3+,0.695,4,1,2,2,0.333,3.53
898,5,0,0,5,0.695,MIXED_3+,0.695,4,1,2,2,0.333,3.53
899,5,0,0,5,0.695,MIXED_3+,0.695,4,1,2,2,0.333,3.53
