frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree,h39v2_pattern
264,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+
265,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+
266,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+
267,0,0,5,THROW,5,1,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
268,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
269,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
270,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
271,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
272,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
273,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
274,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
275,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
276,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
277,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
278,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
279,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
280,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
281,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
282,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
283,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
284,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
285,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
286,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
287,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
288,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
289,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
290,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
291,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
292,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
293,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
294,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
295,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
296,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
297,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
298,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
299,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.682,True,True,True,CASCADE_3+
300,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+
301,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+
302,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+
303,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+
304,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+
305,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+
306,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+
307,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+
308,0,0,5,THROW,5,0,1,5,MIXED_3+,0.682,True,True,True,MIXED_3+
309,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+
310,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
311,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
312,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
313,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
314,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
315,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
316,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
317,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
318,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
319,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
320,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
321,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
322,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
323,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
324,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
325,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
326,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+
327,0,1,4,CATCH,4,0,1,4,MIXED_3+,0.642,True,True,True,MIXED_3+
328,0,1,4,HOLD,3,0,0,3,MIXED_3+,0.628,True,False,False,MIXED_3+
329,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+
330,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+
331,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+
332,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+
333,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+
334,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+
335,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+
336,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+
337,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+
338,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+
339,0,0,5,THROW,5,0,1,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
340,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
341,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
342,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
343,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
344,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
345,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
346,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
347,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
348,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
349,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
350,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
351,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
352,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
353,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
354,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
355,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
356,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
357,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
358,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
359,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
360,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
361,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
362,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
363,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
364,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
365,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
366,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
367,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
368,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
369,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
370,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
371,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
372,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
373,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
374,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_3+
375,1,0,4,CATCH,5,1,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
376,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False,MIXED_3+
377,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False,MIXED_3+
378,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False,MIXED_3+
379,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False,MIXED_3+
380,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False,MIXED_3+
381,0,0,5,THROW,5,1,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
382,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
383,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
384,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
385,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
386,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
387,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
388,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
389,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
390,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
391,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
392,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
393,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
394,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
395,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
396,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
397,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
398,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
399,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
400,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
401,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
402,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
403,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
404,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
405,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
406,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
407,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
408,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
409,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
410,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
411,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.649,True,True,True,CASCADE_3+
412,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+
413,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+
414,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+
415,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+
416,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+
417,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+
418,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+
419,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+
420,0,0,5,THROW,5,0,1,5,MIXED_3+,0.649,True,True,True,MIXED_3+
421,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
422,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
423,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
424,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
425,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
426,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+
427,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
428,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
429,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
430,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
431,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
432,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
433,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
434,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
435,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
436,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
437,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
438,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
439,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
440,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
441,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
442,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
443,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
444,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+
445,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
446,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
447,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
448,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
449,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
450,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
451,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
452,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
453,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
454,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
455,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
456,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
457,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
458,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
459,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
460,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
461,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
462,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
463,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
464,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
465,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+
466,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.646,True,True,True,MIXED_3+
467,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.646,True,True,True,MIXED_3+
468,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.646,True,True,True,MIXED_3+
469,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
470,0,0,5,AMBIG_H22_RECLASSIFIED_HAND_TRANSITION,5,0,0,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
471,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+
472,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+
473,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+
474,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+
475,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+
476,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+
477,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+
478,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+
479,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+
480,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+
481,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+
482,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
483,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
484,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
485,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
486,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
487,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
488,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
489,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
490,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
491,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
492,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
493,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
494,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
495,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
496,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
497,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
498,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
499,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
500,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
501,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
502,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
503,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
504,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
505,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
506,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
507,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
508,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
509,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
510,0,0,5,THROW,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+
511,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
512,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
513,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
514,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
515,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
516,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
517,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
518,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
519,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
520,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
521,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
522,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
523,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
524,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
525,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
526,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
527,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
528,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
529,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
530,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
531,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
532,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
533,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
534,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
535,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
536,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
537,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
538,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
539,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
540,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
541,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
542,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
543,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
544,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
545,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
546,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
547,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
548,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
549,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
550,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
