video,frame,time_seconds,person_index,person_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence
videos/identical_balls_trick_000_018.mp4,182,3.036367,0,0.915628,585.081360,415.092133,0.996529,509.090424,492.420441,0.993419
videos/identical_balls_trick_000_018.mp4,183,3.053050,0,0.923902,602.320374,420.019928,0.995495,508.654053,513.245422,0.986253
videos/identical_balls_trick_000_018.mp4,184,3.069733,0,0.920316,606.384338,422.498383,0.994813,524.672302,528.473450,0.982069
videos/identical_balls_trick_000_018.mp4,185,3.086417,0,0.918149,615.485901,429.464691,0.996089,544.923767,558.009094,0.981779
videos/identical_balls_trick_000_018.mp4,186,3.103100,0,0.915382,623.456604,438.537201,0.994167,558.180359,570.967224,0.990141
videos/identical_balls_trick_000_018.mp4,187,3.119783,0,0.910450,635.879456,450.181976,0.995730,574.837646,582.253723,0.989830
videos/identical_balls_trick_000_018.mp4,188,3.136467,0,0.909190,640.146851,462.567627,0.994635,586.349060,589.676331,0.988609
videos/identical_balls_trick_000_018.mp4,189,3.153150,0,0.903232,647.937317,477.318329,0.990725,591.895569,593.964844,0.987631
videos/identical_balls_trick_000_018.mp4,190,3.169833,0,0.898825,657.157898,492.026855,0.989583,595.609863,599.758606,0.987303
videos/identical_balls_trick_000_018.mp4,191,3.186517,0,0.895638,669.672363,497.919098,0.988835,602.519836,607.340393,0.988780
videos/identical_balls_trick_000_018.mp4,192,3.203200,0,0.898673,677.680359,506.435791,0.990232,606.919739,612.697266,0.987610
videos/identical_balls_trick_000_018.mp4,193,3.219883,0,0.901381,680.660034,511.575775,0.991900,607.861267,615.989441,0.988165
videos/identical_balls_trick_000_018.mp4,194,3.236567,0,0.900681,687.207336,519.709167,0.991390,606.960876,616.250305,0.987601
videos/identical_balls_trick_000_018.mp4,195,3.253250,0,0.901963,690.345764,527.006042,0.991130,604.460388,618.338684,0.987528
videos/identical_balls_trick_000_018.mp4,196,3.269933,0,0.905812,697.727356,532.610657,0.988206,601.518372,616.298340,0.987549
videos/identical_balls_trick_000_018.mp4,197,3.286617,0,0.906765,701.140930,535.044250,0.991148,600.371033,615.317322,0.987147
videos/identical_balls_trick_000_018.mp4,198,3.303300,0,0.908947,705.738525,537.824707,0.991906,599.934509,612.648682,0.986602
